author_sort,authors,series,series_index,title
"Douglas, Carole Nelson","Carole Nelson Douglas","Delilah Street","4.0","Silver Zombie: Delilah Street: Paranormal Investigator"
"Colfer, Eoin","Eoin Colfer","","1.0","Airman"
"Murakami, Haruki & Birnbaum, Alfred & Gabriel, Philip","Haruki Murakami, Alfred Birnbaum, Philip Gabriel","","1.0","Underground"
"Marks, Howard","Howard Marks","","1.0","Mr Nice: an autobiography"
"Bunting, Eve","Eve Bunting","","1.0","The Summer of Riley"
"Mandel, Howie & Young, Josh","Howie Mandel, Josh Young","","1.0","Here's the Deal: Don't Touch Me"
"Meaney, Flynn","Flynn Meaney","","1.0","Bloodthirsty"
"Katz, Jon","Jon Katz","","1.0","Rose in a Storm"
"Fitzgerald, Francis Scott & Mangum, Bryant","Francis Scott Fitzgerald, Bryant Mangum","","1.0","The best early stories of F. Scott Fitzgerald"
"Wambaugh, Joseph","Joseph Wambaugh","","1.0","The New Centurions"
"Czerneda, Julie E.","Julie E. Czerneda","Species Imperative","2.0","Migration: Species Imperative #2"
"Raymo, Chet","Chet Raymo","","1.0","Skeptics and true believers: the exhilarating connection between science and religion"
"Calvino, Italo & McLaughlin, Martin","Italo Calvino, Martin McLaughlin","","1.0","Hermit in Paris: Autobiographical Writings"
"Fung, Kaiser","Kaiser Fung","","1.0","Numbers Rule Your World: The Hidden Influence of Probabilities and Statistics on Everything You Do"
"Stewart, Chris","Chris Stewart","Driving Over Lemons","1.0","Driving Over Lemons: An Optimist in Spain"
"Calvino, Italo","Italo Calvino","","1.0","Why Read the Classics?"
"Dozois, Gardner","Gardner Dozois","Dozois Year's Best Science Fiction","26.0","The Year's Best Science Fiction: Twenty-Sixth Annual Collection"
"Paulsen, Gary","Gary Paulsen","Brian Robeson","5.0","Brian's Hunt"
"Paulsen, Gary","Gary Paulsen","Brian Robeson","4.0","Brian's Return"
"Paulsen, Gary","Gary Paulsen","Brian Robeson","3.0","Brian's Winter"
"Paulsen, Gary","Gary Paulsen","Brian Robeson","1.0","Hatchet"
"Paulsen, Gary","Gary Paulsen","Brian Robeson","2.0","The River"
"Martin, George R. R.","George R. R. Martin","Wild Cards","19.0","Busted Flush"
"Martin, George R. R. & Dozois, Gardner","George R. R. Martin, Gardner Dozois","","1.0","Songs of Love and Death: All-Original Tales of Star-Crossed Love"
"Robb, J. D.","J. D. Robb","In Death","31.0","Indulgence in Death"
"Moehringer, J. R.","J. R. Moehringer","","1.0","The Tender Bar: A Memoir"
"Ellison, J. T.","J. T. Ellison","Taylor Jackson","4.0","The Cold Room"
"Higgins, Jack","Jack Higgins","Sean Dillon","1.0","Eye of the storm"
"McDevitt, Jack","Jack McDevitt","","1.0","Moonfall"
"Tabor, James M.","James M. Tabor","","1.0","Blind Descent: The Quest to Discover the Deepest Place on Earth"
"MacDonald, James","James MacDonald","","1.0","Lord, Change My Attitude: Before Its Too Late"
"Maxey, James","James Maxey","The Dragon Age","1.0","Bitterwood"
"Maxey, James","James Maxey","The Dragon Age","2.0","Dragonforge: A Novel of the Dragon Age"
"Maxey, James","James Maxey","The Dragon Age","3.0","Dragonseed: A Novel of Dragon Age"
"Lutzen, Karl F. & Stevens, Mark","Karl F. Lutzen, Mark Stevens","Storey Country Wisdom Bulletins","186.0","Building homebrew equipment"
"Kent, Kathleen","Kathleen Kent","","1.0","The Heretic's Daughter: A Novel"
"Reichs, Kathy & Reichs, Brendan","Kathy Reichs, Brendan Reichs","","1.0","Virals"
"Nicholl, Katie & Nicholl, C","Katie Nicholl, C Nicholl","","1.0","William and Harry"
"Richards, Keith & Fox, James","Keith Richards, James Fox (Contributor)","","1.0","Life"
"Silverman, Kenneth","Kenneth Silverman","","1.0","Begin Again: A Biography of John Cage"
"Sawyer, Kim Vogel","Kim Vogel Sawyer","","1.0","In Every Heartbeat"
"Riggle, Kristina","Kristina Riggle","","1.0","The Life You've Imagined"
"Cain, Tom","Tom Cain","Samuel Carver","1.0","The Accident Man"
"Gabbay, Tom","Tom Gabbay","Jack Teller","1.0","The Berlin Conspiracy"
"Kratman, Tom","Tom Kratman","","1.0","Countdown: The Liberators"
"Rollins, James","James Rollins","Sigma Force","2.0","Map of Bones"
"Leavy, Jane","Jane Leavy","","1.0","The Last Boy: Mickey Mantle and the End of America's Childhood"
"Brown, Janelle","Janelle Brown","","1.0","This Is Where We Live"
"Fforde, Jasper","Jasper Fforde","","1.0","The Last Dragonslayer"
"Berry, Jedediah","Jedediah Berry","","1.0","The Manual of Detection: A Novel"
"Ladd, Kylie","Kylie Ladd","","1.0","After the Fall"
"Conrad, Lauren","Lauren Conrad","L.A. Candy","1.0","L.A. Candy"
"Kahney, Leander","Leander Kahney","","1.0","Inside Steve's Brain"
"Naipaul, V. S.","V. S. Naipaul","","1.0","Half a Life: A Novel"
"Potter, Jeff","Jeff Potter","","1.0","Cooking for Geeks: Real Science, Great Hacks, and Good Food"
"Tolstoy, Leo & Slater, Ann","Leo Tolstoy (graf), Ann Slater","","1.0","The death of Ivan Ilyich: and, Master and man"
"Cowan, Lesley Anne","Lesley Anne Cowan","","1.0","Something Wicked"
"Naipaul, V. S.","V. S. Naipaul","","1.0","Miguel Street"
"Bass, Jefferson","Jefferson Bass","Body Farm","2.0","Flesh and Bone: A Body Farm Novel"
"Mantchev, Lisa","Lisa Mantchev","Théâtre Illuminata","2.0","Perchance to Dream: Theatre Illuminata #2"
"Naipaul, V. S.","V. S. Naipaul","","1.0","The enigma of arrival: a novel"
"McCarthy, Jenny","Jenny McCarthy","","1.0","Love, Lust & Faking It: The Naked Truth About Sex, Lies, and True Romance"
"Naipaul, V. S.","V. S. Naipaul","","1.0","The Masque of Africa: Glimpses of African Belief"
"Ahern, Jerry","Jerry Ahern","","1.0","Written in Time"
"Naipaul, V. S.","V. S. Naipaul","","1.0","The mimic men"
"Mapson, Jo-Ann","Jo-Ann Mapson","","1.0","Solomon's Oak: A Novel"
"Sachar, Louis","Louis Sachar","","1.0","The Cardturner"
"Naipaul, V. S.","V. S. Naipaul","","1.0","The nightwatchman's occurrence book: and other comic inventions"
"Picoult, Jodi","Jodi Picoult","","1.0","Second Glance"
"Bekoff, Marc","Marc Bekoff","","1.0","The Animal Manifesto: Six Reasons for Expanding Our Compassion Footprint"
"Buntin, John","John Buntin","","1.0","L.A. noir: the struggle for the soul of America's most seductive city"
"Vinge, Vernor","Vernor Vinge","Zones of Thought","1.0","A fire upon the deep"
"Barry, John M.","John M. Barry","","1.0","Rising tide: the great Mississippi flood of 1927 and how it changed America"
"George, Margaret","Margaret George","","1.0","Helen of Troy"
"Woolf, Virginia","Virginia Woolf","","1.0","Night and Day"
"Woolf, Virginia","Virginia Woolf","","1.0","The Voyage Out"
"Bittman, Mark","Mark Bittman","","1.0","Food Matters: A Guide to Conscious Eating with More Than 75 Recipes"
"Bittman, Mark","Mark Bittman","","1.0","Mark Bittman's Kitchen Express: 404 Inspired Seasonal Dishes You Can Make in 20 Minutes Or Less"
"Bittman, Mark","Mark Bittman","","1.0","The Food Matters Cookbook: 500 Revolutionary Recipes for Better Living"
"Chadbourn, Mark","Mark Chadbourn","Age Of Misrule","1.0","World's End"
"Reinfeld, Mark & Murray, Jennifer","Mark Reinfeld, Jennifer Murray","","1.0","The 30-Minute Vegan's Taste of the East: 150 Asian-Inspired Recipes--from Soba Noodles to Summer Rolls"
"Timlin, Mark","Mark Timlin","","1.0","Guns of Brixton"
"Putney, Mary Jo","Mary Jo Putney","The Bride Trilogy","1.0","The Wild Child"
"Cannell, Stephen J.","Stephen J. Cannell","","1.0","King Con"
"King, Stephen","Stephen King","","1.0","Full Dark, No Stars"
"Berry, Steve","Steve Berry","","1.0","The Balkan Escape (Short Story): A Cassiopeia Vitt Adventure"
"Berry, Steve","Steve Berry","Cotton Malone","4.0","The Charlemagne Pursuit"
"Mosley, Walter","Walter Mosley","","1.0","The Last Days of Ptolemy Grey"
"Manchester, William","William Manchester","","1.0","A world lit only by fire: the medieval mind and the Renaissance : portrait of an age"
"Ogawa, Yōko & Snyder, Stephen","Yōko Ogawa, Stephen Snyder","","1.0","The diving pool: three novellas"
"Ogawa, Yoko","Yōko Ogawa","","1.0","The housekeeper and the professor"
"Smith, Zadie","Zadie Smith","","1.0","The book of other people"
"Clarke, Susanna","Susanna Clarke","Clarke's Faerie Stories","1.0","Jonathan Strange and Mr Norrell"
"Williams, Tad","Tad Williams","Shadowmarch","4.0","Shadowheart: Volume Four of Shadowmarch"
"Ali, Tariq","Tariq Ali","","1.0","The duel: Pakistan on the flight path of American power"
"McMillan, Terry","Terry McMillan","Waiting to Exhale","2.0","Getting to Happy"
"Rossi, Portia de","Portia de Rossi","","1.0","Unbearable Lightness: A Story of Loss and Gain"
"Ellory, R. J.","R. J. Ellory","","1.0","A Quiet Vendetta"
"Lackey, Mercedes","Mercedes Lackey","Dragon Jousters","2.0","Alta"
"Ellory, R. J.","R. J. Ellory","","1.0","City of Lies"
"Bakker, R. Scott","R. Scott Bakker","","1.0","Disciple of the Dog"
"Martin, Michael A.","Michael A. Martin","Star Trek","2010.12","Star Trek: Typhon Pact: Seize the Fire"
"Aaron, Rachel","Rachel Aaron","The Legend of Eli Monpress","2.0","The Spirit Rebellion: The Legend of Eli Monpress: Book 2"
"Aaron, Rachel","Rachel Aaron","The Legend of Eli Monpress","1.0","The Spirit Thief"
"Miller, Rand & Miller, Robyn & Wingrove, David","Rand Miller, Robyn Miller, David Wingrove","Myst","1.0","The Myst Reader"
"Dobbs, Michael","Michael Dobbs","","1.0","One minute to midnight: Kennedy, Khrushchev, and Castro on the brink of nuclear war"
"Korda, Michael","Michael Korda","","1.0","Hero: The Life and Legend of Lawrence of Arabia"
"Knaak, Richard A.","Richard A. Knaak","Legends of the Dragonrealm","2.0","Legends of the Dragonrealm, Vol II"
"Faber, Michel","Michel Faber","The Crimson Petal and the White","1.0","The Crimson Petal and the White"
"Dash, Mike","Mike Dash","","1.0","Tulipomania: The Story of the World's Most Coveted Flower & the Extraordinary Passions It Aroused"
"Laymon, Richard","Richard Laymon","","1.0","After Midnight"
"Stephenson, Neal","Neal Stephenson","","1.0","In the beginning ...was the command line"
"Laymon, Richard","Richard Laymon","","1.0","Come Out Tonight"
"DEMILLE, NELSON","Nelson DeMille","","1.0","The charm school"
"Barr, Nevada","Nevada Barr","Anna Pigeon Mysteries","1.0","Track of the Cat"
"Machiavelli, Niccolò & Constantine, Peter","Niccolò Machiavelli, Peter Constantine","","1.0","The essential writings of Machiavelli"
"Laymon, Richard","Richard Laymon","","1.0","Funland"
"Drake, Nick","Nick Drake","Rahotep","2.0","Tutankhamun"
"Laymon, Richard","Richard Laymon","","1.0","Savage"
"Laymon, Richard","Richard Laymon","","1.0","The Lake"
"Taylor, Nick","Nick Taylor","","1.0","American-made: the enduring legacy of the WPA : when FDR put the nation to work"
"Acker, Rick","Rick Acker","","1.0","When the Devil Whistles"
"Martin, Ricky","Ricky Martin","","1.0","Me"
"Goddard, Robert","Robert Goddard","","1.0","Long Time Coming: A Novel"
"Bowden, Oliver","Oliver Bowden","","1.0","Renaissance"
"Wilde, Oscar","Oscar Wilde","","1.0","De Profundis"
"Keyes, Pamela","Pamela Keyes","","1.0","The Jumbee"
"White, Patrick & Coetzee, J. M.","Patrick White, J. M. Coetzee","","1.0","The Vivisector"
"Jordan, Robert & Sanderson, Brandon","Robert Jordan, Brandon Sanderson","Wheel of Time","13.0","Towers of Midnight"
"Auster, Paul","Paul Auster","","1.0","Sunset Park"
"Wittman, Robert K. & Shiffman, John","Robert K. Wittman, John Shiffman","","1.0","Priceless: How I Went Undercover to Rescue the World's Stolen Treasures"
"Shea, Robert & Wilson, Robert Anton","Robert Shea, Robert Anton Wilson","The Illuminatus! Trilogy","1.0","The illuminatus! trilogy"
"Cohen, Paula Marantz","Paula Marantz Cohen","","1.0","What Alice Knew: A Most Curious Tale of Henry James & Jack the Ripper"
"Lovenheim, Peter","Peter Lovenheim","","1.0","In the Neighborhood: The Search for Community on an American Street, One Sleepover at a Time"
"Wilson, Robert","Robert Wilson","Bruce Medway","1.0","Instruments of Darkness"
"McKinley, Robin","Robin McKinley","","1.0","Pegasus"
"Dick, Philip K.","Philip K. Dick","","1.0","Dr. Futurity"
"Clark, Roy Peter","Roy Peter Clark","","1.0","The Glamour of Grammar: A Guide to the Magic and Mystery of Practical English"
"Dick, Philip K.","Philip K. Dick","","1.0","In Milton Lumky Territory"
"Paretsky, Sara","Sara Paretsky","V.I. Warshawski novels","14.0","Body Work"
"Taylor, Sarah Stewart","Sarah Stewart Taylor","Sweeney St. George Mysteries","1.0","O' Artful Death"
"Dick, Philip K.","Philip K. Dick","","1.0","Paycheck"
"Dick, Philip K.","Philip K. Dick","","1.0","Selected Stories of Philip K. Dick"
"Westerfeld, Scott","Scott Westerfeld","Midnighters","3.0","Blue noon"
"Westerfeld, Scott","Scott Westerfeld","Midnighters","2.0","Touching darkness"
"Dick, Philip K.","Philip K. Dick","","1.0","The Crack in Space: A Novel"
"Naslund, Sena Jeter","Sena Jeter Naslund","","1.0","Adam & Eve"
"Dick, Philip K.","Philip K. Dick","","1.0","The Man in the High Castle"
"Tepper, Sheri S.","Sheri S. Tepper","","1.0","Six Moon Dance"
"Dick, Philip K.","Philip K. Dick","","1.0","The Zap Gun"
"Mukherjee, Siddhartha","Siddhartha Mukherjee","","1.0","The Emperor of All Maladies: A Biography of Cancer"
"Dick, Philip K.","Philip K. Dick","","1.0","Time Out of Joint"
"Nunez, Sigrid","Sigrid Nunez","","1.0","Salvation City"
"Scarrow, Simon & Simon","Simon Scarrow, Simon","Revolution","1.0","Young Bloods"
"Dittrich, Stacy","Stacy Dittrich","CeeCee Gallagher","1.0","The Devil's Closet"
"Barron, Stephanie","Stephanie Barron","Jane Austen Mystery","10.0","Jane and the Madness of Lord Byron: Being A Jane Austen Mystery"
"Berry, Stephen Ames","Stephen Ames Berry","Biofab War","4.0","Final Assault"
"Berry, Stephen Ames","Stephen Ames Berry","Biofab War","3.0","The AI War"
"Berry, Stephen Ames","Stephen Ames Berry","Biofab War","2.0","The Battle for Terra Two"
"Berry, Stephen Ames","Stephen Ames Berry","Biofab War","1.0","The Biofab War"
"Evans, Tess","Tess Evans","","1.0","Book of Lost Threads"
"Strasser, Todd","Todd Strasser","","1.0","Blood on My Hands"
"Rushdie, Salman","Salman Rushdie","","1.0","Grimus"
"Berg, Elizabeth","Elizabeth Berg","","1.0","The art of mending: a novel"
"DuPrau, Jeanne","Jeanne DuPrau","Books of Ember","1.0","The City of Ember: Book 1"
"Mosley, Walter","Walter Mosley","Fearless Jones Mysteries","1.0","Fearless Jones"
"Mosley, Walter","Walter Mosley","Fearless Jones Mysteries","2.0","Fear Itself"
"Bohjalian, Christopher","Christopher Bohjalian","","1.0","Before You Know Kindness"
"Peace, David","David Peace","","1.0","Occupied City"
"Unger, Lisa","Lisa Unger","","1.0","Black Out: A Novel"
"Burdett, John","John Burdett","Sonchai Jitpleecheep","1.0","Bangkok 8"
"Naipaul, V. S.","V. S. Naipaul","","1.0","The Mystic Masseur"
"klosterman, Chuck","Chuck Klosterman","","1.0","Sex, Drugs, and Cocoa Puffs"
"Crosley, Sloane","Sloane Crosley","","1.0","How Did You Get This Number"
"Casey, Susan","Susan Casey","","1.0","The Wave: In Pursuit of the Rogues, Freaks and Giants of the Ocean"
"Rivlin, Gary","Gary Rivlin","","1.0","Broke, USA: From Pawnshops to Poverty, Inc.—How the Working Poor Became Big Business"
"Writers of Cracked dot Com","Writers of Cracked dot Com","","1.0","You Might Be a Zombie and Other Bad News: Shocking But Utterly True Facts"
"Purdy, Kevin","Kevin Purdy","","1.0","The Complete Android Guide"
"Donaldson, Stephen R.","Stephen R. Donaldson","Gap Series","5.0","This Day All Gods Die"
"Whitaker, Nathan","Nathan Whitaker","","1.0","The Mentor Leader: Secrets to Building People and Teams That Win Consistently"
"Goldberg, Whoopi","Whoopi Goldberg","","1.0","Is It Just Me?: Or is it Nuts Out There?"
"Yousef, Mosab Hassan","Mosab Hassan Yousef","","1.0","Son of Hamas"
"Morton, Kate","Kate Morton","","1.0","The Distant Hours"
"Dixon, Simon","Simon Dixon","","1.0","Catherine the Great"
"Rice, Anne","Anne Rice","Vampire Chronicles","1.0","Interview with the Vampire"
"Robinson, Eugene","Eugene Robinson","","1.0","Disintegration: The Splintering of Black America"
"Fraser, Antonia","Antonia Fraser","","1.0","Love and Louis XIV: The Women in the Life of the Sun King"
"Aiken, Sean","Sean Aiken","","1.0","The One-Week Job Project: One Man, One Year, 52 Jobs"
"Stewart, Amy","Amy Stewart","","1.0","Wicked Plants"
"VanderMeer, Jeff","Jeff Vandermeer","","1.0","The Third Bear"
"Whitelock, Anna","Anna Whitelock","","1.0","Mary Tudor: Princess, Bastard, Queen"
"McCabe, Patrick","Patrick McCabe","","1.0","Emerald Germs of Ireland"
"Mason, Zachary","Zachary Mason","","1.0","The Lost Books of the Odyssey"
"Holzer, Hans","Hans Holzer","","1.0","Ghosts"
"Downum, Amanda","Amanda Downum","The Necromancer Chronicles","1.0","The Drowning City"
"Downum, Amanda","Amanda Downum","The Necromancer Chronicles","2.0","The Bone Palace"
"Schlink, Bernhard & Constantine, Peter","Bernhard Schlink, Peter Constantine","Gerhard Self","2.0","Self's deception"
"Doctorow, E. L.","E. L. Doctorow","","1.0","Billy Bathgate"
"Celine, Louis-Ferdinand","Louis-Ferdinand Celine","","1.0","Castle to Castle (French Literature)"
"Hobson, M. K.","M. K. Hobson","","1.0","The Native Star"
"Clarke, Arthur C.","Arthur C. Clarke","Against the Fall of Night","1.0","The City and the Stars and the Sands of Mars"
"Schlink, Bernhard & Popp, Walter","Bernhard Schlink, Walter Popp","Gerhard Self","1.0","Self's punishment"
"Smith, James Robert","James Robert Smith","","1.0","The Flock"
"Csikszentmihalyi, Mihaly","Mihaly Csikszentmihalyi","","1.0","Creativity"
"Robinson, Kim Stanley","Kim Stanley Robinson","Mars Trilogy","2.0","Green mars"
"Robinson, Kim Stanley","Kim Stanley Robinson","Mars Trilogy","1.0","Red Mars"
"Robinson, Kim Stanley","Kim Stanley Robinson","Mars Trilogy","3.0","Blue Mars"
"Kery, Beth","Beth Kery","","1.0","Explosive"
"Clancy, Tom","Tom Clancy","Jack Ryan Pub Order","13.0","Dead or Alive"
"Beukes, Lauren","Lauren Beukes","","1.0","Zoo City"
"Martin, Steve","Steve Martin","","1.0","An Object of Beauty"
"Gunaratana, Bhante Henepola","Bhante Henepola Gunaratana","","1.0","Beyond Mindfulness in Plain English"
"Ferriss, Timothy","Timothy Ferriss","","1.0","The 4-Hour Body: An Uncommon Guide to Rapid Fat-Loss, Incredible Sex, and Becoming Superhuman"
"Bried, Erin","Erin Bried","","1.0","How to Build a Fire: And Other Handy Things Your Grandfather Knew"
"Hoag, Tami","Tami Hoag","","1.0","Secrets to the Grave"
"Crais, Robert","Robert Crais","Joe Pike","3.0","The Sentry"
"Krentz, Jayne Ann","Jayne Ann Krentz","","1.0","In Too Deep"
"Atwood, Margaret","Margaret Atwood","The Myths","2.0","The Penelopiad"
"Jay-Z","Jay-Z","","1.0","Decoded"
"Pessoa, Fernando","Fernando Pessoa","","1.0","The Book of Disquiet"
"Patterson, James & Rust, Ned","James Patterson, Ned Rust","Witch and Wizard","2.0","Witch & Wizard: The Gift"
"Koontz, Dean","Dean Koontz","","1.0","What the Night Knows"
"Rice, Anne","Anne Rice","Lives of the Mayfair Witches","3.0","Taltos"
"Rice, Anne","Anne Rice","","1.0","Servant of the Bones"
"Rice, Anne","Anne Rice","New Tales of the Vampires","1.0","Pandora"
"Rice, Anne","Anne Rice","New Tales of the Vampires","2.0","Vittorio, the vampire"
"Rice, Anne","Anne Rice","Lives of the Mayfair Witches","2.0","Lasher"
